"PassengerId","Name","Sex","Age","SibSp","Parch","Salary","Job","Survived","Ticket","Fare","Cabin","Embarked"
1,"Braund, Mr. Owen Harris","male",0.37500000000000006,1,0,0.08016789171710002,"wigmaker","Dead","A/5 21171",0.10881792959254814,"U","S"
2,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)","female",0.6826923076923077,1,0,0.7887705278267215,"doctor","Alive","PC 17599",1,"C85","C"
3,"Heikkinen, Miss. Laina","female",0.4519230769230769,0,0,0.07424289464028674,"blacksmith","Alive","STON/O2. 3101282",0.11894925407185435,"U","S"
4,"Futrelle, Mrs. Jacques Heath (Lily May Peel)","female",0.625,1,0,0.7662317502429269,"surgeon","Alive","113803",0.7969975257054216,"C123","S"
5,"Allen, Mr. William Henry","male",0.625,0,0,0.06624344298979505,"barber","Dead","373450",0.12082542527172588,"U","S"
8,"Palsson, Master. Gosta Leonard","male",0,3,1,0.07407556740062173,"wheelwright","Dead","349909",0.3163224642983382,"U","S"
9,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)","female",0.4711538461538462,0,2,0.020621570295584573,"wheelwright","Alive","347742",0.16710381455623674,"U","S"
10,"Nasser, Mrs. Nicholas (Adele Achem)","female",0.2211538461538462,1,0,0.3444038110290827,"shopkeeper","Alive","237736",0.45134375133677196,"U","C"
11,"Sandstrom, Miss. Marguerite Rut","female",0.028846153846153848,1,1,0.03913441417322199,"shoemaker","Alive","PP 9549",0.25065647230283505,"G6","S"
12,"Bonnell, Miss. Elizabeth","female",1,0,0,0.9308474822290408,"hatter","Alive","113783",0.3984987628527108,"C103","S"
13,"Saundercock, Mr. William Henry","male",0.33653846153846156,0,0,0.01048516835539499,"blacksmith","Dead","A/5. 2151",0.12082542527172588,"U","S"
14,"Andersson, Mr. Anders Johan","male",0.7019230769230769,1,5,0.05998782341533039,"blacksmith","Dead","347082",0.4694180342078542,"U","S"
15,"Vestrom, Miss. Hulda Amanda Adolfina","female",0.2211538461538462,0,0,0.03459641879387299,"blacksmith","Dead","350406",0.11788659070424712,"U","S"
16,"Hewlett, Mrs. (Mary D Kingcome)","female",1,0,0,0.3535947132656229,"breechesmaker","Alive","248706",0.24014991358355453,"U","S"
17,"Rice, Master. Eugene","male",0,4,1,0.004991593318199962,"barber","Dead","382652",0.4371478895700641,"U","Q"
18,"Williams, Mr. Charles Eugene","male",0.4903846153846155,0,0,0.3653862436849087,"cutler","Alive","244373",0.19512180478663804,"U","S"
19,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)","female",0.548076923076923,1,0,0.034110565001592624,"barber","Dead","345763",0.2701686527814988,"U","S"
20,"Masselmani, Mrs. Fatima","female",0.4903846153846155,0,0,0.07771644685646548,"barber","Alive","2649",0.10844269535257384,"U","C"
21,"Fynney, Mr. Joseph J","male",0.625,0,0,0.11571182620546171,"cabinetmaker","Dead","239865",0.3902436095732761,"U","S"
23,"McGowan, Miss. Anna Annie","female",0.24038461538461542,0,0,0.05145816617409289,"shoemaker","Alive","330923",0.12051323038406725,"U","Q"
25,"Palsson, Miss. Torborg Danira","female",0.10576923076923078,3,1,0.06740263772241419,"barber","Dead","349909",0.3163224642983382,"U","S"
26,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)","female",0.6826923076923077,1,5,0.01578520827201361,"wigmaker","Alive","347077",0.4711065882877386,"U","S"
28,"Fortune, Mr. Charles Alexander","male",0.31730769230769235,3,2,0.45103964647584643,"farrier","Dead","19950",1,"C23 C25 C27","S"
29,"O'Dwyer, Miss. Ellen Nellie","female",0.4903846153846155,0,0,0.004836362023570965,"wheelwright","Alive","330959",0.11826182494422142,"U","Q"
30,"Todoroff, Mr. Lalio","male",0.4903846153846155,0,0,0.07603712648729723,"wheelwright","Dead","349216",0.11851098047956438,"U","S"
31,"Uruchurtu, Don. Manuel E","male",0.7211538461538461,0,0,0.6957265026187721,"dentist","Dead","PC 17601",0.4160717327791874,"U","C"
32,"Spencer, Mrs. William Augustus (Marie Eugenie)","female",0.4903846153846155,1,0,0.41964058915316294,"hatter","Alive","PC 17569",1,"B78","C"
33,"Glynn, Miss. Mary Agatha","female",0.4903846153846155,0,0,0.0428478692992819,"blacksmith","Alive","335677",0.11632261439203423,"U","Q"
34,"Wheadon, Mr. Edward H","male",1,0,0,0.15805166581323052,"cutler","Dead","C.A. 24579",0.15759838078920765,"U","S"
35,"Meyer, Mr. Edgar Joseph","male",0.4903846153846155,1,0,0.4118951523484277,"farrier","Dead","PC 17604",1,"U","C"
36,"Holverson, Mr. Alexander Oskar","male",0.7596153846153846,1,0,0.8209739654943008,"doctor","Dead","113789",0.7804872191465522,"U","S"
37,"Mamee, Mr. Hanna","male",0.4903846153846155,0,0,0.07575891975146865,"shoemaker","Alive","2677",0.10850573470488951,"U","C"
38,"Cann, Mr. Ernest Charles","male",0.3557692307692308,0,0,0.004521867452634295,"shoemaker","Dead","A./5. 2152",0.12082542527172588,"U","S"
40,"Nicola-Yarred, Miss. Jamila","female",0.2211538461538462,1,0,0.010827886798082388,"blacksmith","Alive","2651",0.16873083022076532,"U","C"
41,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)","female",0.7211538461538461,1,0,0.003146961700206034,"wigmaker","Dead","7546",0.1422137769502612,"U","S"
42,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)","female",0.4711538461538462,1,0,0.3477785796941339,"coachmaker","Dead","11668",0.3151967615784153,"U","S"
43,"Kraeff, Mr. Theodor","male",0.4903846153846155,0,0,0.03880983964808864,"shoemaker","Dead","349253",0.11851098047956438,"U","C"
44,"Laroche, Miss. Simonne Marie Anne Andree","female",0.009615384615384616,1,2,0.34559727760597053,"bookbinder","Alive","SC/Paris 2123",0.6240775804295832,"U","C"
45,"Devaney, Miss. Margaret Delia","female",0.31730769230769235,0,0,0.08021627549724414,"wheelwright","Alive","330958",0.11826182494422142,"U","Q"
46,"Rogers, Mr. William John","male",0.4903846153846155,0,0,0.06863239213441014,"weaver","Dead","S.C./A.4. 23567",0.12082542527172588,"U","S"
48,"O'Driscoll, Miss. Bridget","female",0.4903846153846155,0,0,0.020262723926182478,"wigmaker","Alive","14311",0.11632261439203423,"U","Q"
49,"Samaan, Mr. Youssef","male",0.4903846153846155,2,0,0.03653580198131579,"weaver","Dead","2662",0.32539112541003723,"U","C"
50,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)","female",0.2980769230769231,1,0,0.050236475725454297,"wheelwright","Dead","349237",0.2671667788617044,"U","S"
51,"Panula, Master. Juha Niilo","male",0.08653846153846156,4,1,0.0459766870819339,"barber","Dead","3101295",0.5956843559592075,"U","S"
52,"Nosworthy, Mr. Richard Cater","male",0.3557692307692308,0,0,0.005941125003527984,"blacksmith","Dead","A/4. 39886",0.11707308287198283,"U","S"
53,"Harper, Mrs. Henry Sleeper (Myna Haxtun)","female",0.8942307692307693,1,0,0.44385868710612575,"surgeon","Alive","PC 17572",1,"D33","C"
54,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)","female",0.5096153846153846,1,0,0.3654124515658201,"coachmaker","Alive","2926",0.3902436095732761,"U","S"
55,"Ostby, Mr. Engelhart Cornelius","male",1,0,1,0.7118060455533289,"surgeon","Dead","113509",0.9302687202486152,"B30","C"
56,"Woolner, Mr. Hugh","male",0.4903846153846155,0,0,0.9330308003080434,"music teacher","Alive","19947",0.5328326207635116,"C52","S"
57,"Rugg, Miss. Emily","female",0.3557692307692308,0,0,0.1918799920973159,"coachmaker","Alive","C.A. 31026",0.15759838078920765,"U","S"
58,"Novel, Mr. Mansouer","male",0.5,0,0,0.005646790340984691,"wigmaker","Dead","2697",0.10850573470488951,"U","C"
59,"West, Miss. Constance Mirium","female",0.04807692307692308,1,2,0.25217223012938633,"cutler","Alive","C.A. 34651",0.4165100063714774,"U","S"
60,"Goodwin, Master. William Frederick","male",0.1634615384615385,5,2,0.05661708673195789,"wheelwright","Dead","CA 2144",0.7039394341917942,"U","S"
61,"Sirayanian, Mr. Orsen","male",0.37500000000000006,0,0,0.022720216759335044,"shoemaker","Dead","2669",0.10850573470488951,"U","C"
62,"Icard, Miss. Amelie","female",0.6826923076923077,0,0,0.4875351286403754,"music teacher","Alive","113572",1,"B28","S"
63,"Harris, Mr. Henry Birkhardt","male",0.8173076923076923,1,0,0.7777108020821153,"surgeon","Dead","36973",1,"C83","S"
64,"Skoog, Master. Harald","male",0.028846153846153848,3,2,0.05403863444844506,"wigmaker","Dead","347088",0.4187614118113232,"U","S"
65,"Stewart, Mr. Albert A","male",0.4903846153846155,0,0,0.9808823588705612,"hatter","Dead","PC 17605",0.4160717327791874,"U","C"
66,"Moubarek, Master. Gerios","male",0.4903846153846155,1,1,0.07467028469822633,"barber","Alive","2661",0.2288298470320097,"U","C"
67,"Nye, Mrs. (Elizabeth Ramell)","female",0.5096153846153846,0,0,0.3009672724047142,"carpenter-joiner","Alive","C.A. 29395",0.15759838078920765,"F33","S"
68,"Crease, Mr. Ernest James","male",0.31730769230769235,0,0,0.07396468790445816,"blacksmith","Dead","S.P. 3464",0.12245093999929457,"U","S"
69,"Andersson, Miss. Erna Alexandra","female",0.27884615384615385,4,2,0.04187414572388183,"wigmaker","Alive","3101281",0.11894925407185435,"U","S"
70,"Kink, Mr. Vincenz","male",0.4519230769230769,2,0,0.015529177435417731,"blacksmith","Dead","315151",0.1300186641510963,"U","S"
72,"Goodwin, Miss. Lillian Amy","female",0.25961538461538464,5,2,0.04548881729881419,"wheelwright","Dead","CA 2144",0.7039394341917942,"U","S"
73,"Hood, Mr. Ambrose Jr","male",0.3557692307692308,0,0,0.37522024699919765,"cabinetmaker","Dead","S.O.C. 14879",1,"U","S"
74,"Chronopoulos, Mr. Apostolos","male",0.4519230769230769,1,0,0.06779373994524568,"wigmaker","Dead","2680",0.21694843005746337,"U","C"
75,"Bing, Mr. Lee","male",0.5673076923076923,0,0,0.04113629307668426,"wigmaker","Alive","1601",0.8479663429896113,"U","S"
76,"Moen, Mr. Sigurd Hansen","male",0.4326923076923077,0,0,0.05960276916501691,"blacksmith","Dead","348123",0.11482167743213702,"F G73","S"
77,"Staneff, Mr. Ivan","male",0.4903846153846155,0,0,0.011210925057556538,"blacksmith","Dead","349208",0.11851098047956438,"U","S"
78,"Moutal, Mr. Rahamin Haim","male",0.4903846153846155,0,0,0.07835954793421418,"barber","Dead","374746",0.12082542527172588,"U","S"
79,"Caldwell, Master. Alden Gates","male",0,0,2,0.2632158279472778,"carpenter-joiner","Alive","248738",0.4352717183701926,"U","S"
80,"Dowdell, Miss. Elizabeth","female",0.5288461538461539,0,0,0.008965111262534423,"blacksmith","Alive","364516",0.18724188574717768,"U","S"
81,"Waelens, Mr. Achille","male",0.37500000000000006,0,0,0.01009608212340283,"barber","Dead","345767",0.1350843263907494,"U","S"
82,"Sheerlinck, Mr. Jan Baptist","male",0.5096153846153846,0,0,0.026028457726688086,"weaver","Alive","345779",0.1425890111902355,"U","S"
83,"McDermott, Miss. Brigdet Delia","female",0.4903846153846155,0,0,0.07664393972993785,"barber","Alive","330932",0.11688546575199568,"U","Q"
84,"Carrau, Mr. Francisco M","male",0.4903846153846155,0,0,0.5300503594511666,"dentist","Dead","113059",0.7069413081115886,"U","S"
85,"Ilett, Miss. Bertha","female",0.27884615384615385,0,0,0.21275557723865698,"cabinetmaker","Alive","SO/C 14885",0.15759838078920765,"U","S"
86,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)","female",0.5865384615384616,3,0,0.07853090715555788,"weaver","Alive","3101278",0.2378985081437087,"U","S"
87,"Ford, Mr. William Neal","male",0.25961538461538464,1,3,0.0782426204655326,"blacksmith","Dead","W./C. 6608",0.5159470799646679,"U","S"
88,"Slocovski, Mr. Selman Francis","male",0.4903846153846155,0,0,0.01703512259240294,"wigmaker","Dead","SOTON/OQ 392086",0.12082542527172588,"U","S"
89,"Fortune, Miss. Mabel Helen","female",0.3942307692307693,3,2,0.4739695262824725,"farrier","Alive","19950",1,"C23 C25 C27","S"
90,"Celotti, Mr. Francesco","male",0.4134615384615385,0,0,0.017432272787752452,"wheelwright","Dead","343275",0.12082542527172588,"U","S"
